"","bias","MRS","type","Method","Behaviour"
"25",-0.0892526342971585,0.268302596068205,"Missed speeds absent","Harmonic mean","Unimodal"
"26",-0.14969077045165,0.270052432367544,"Missed speeds absent","Harmonic mean","Unimodal"
"27",-0.0867442461275788,0.269425645152734,"Missed speeds absent","Harmonic mean","Unimodal"
"28",-0.168749635417023,0.267518814628178,"Missed speeds absent","Harmonic mean","Unimodal"
"29",-0.0838853339158645,0.265981895268582,"Missed speeds absent","Harmonic mean","Unimodal"
"30",-0.0821885359538255,0.269223492144786,"Missed speeds absent","Harmonic mean","Unimodal"
"31",-0.167540578219878,0.268751252391818,"Missed speeds absent","Harmonic mean","Unimodal"
"32",-0.125127685091849,0.2684061104975,"Missed speeds absent","Harmonic mean","Unimodal"
"33",-0.08585950041591,0.269431108674698,"Missed speeds absent","Harmonic mean","Unimodal"
"34",-0.12447737419752,0.268555934029457,"Missed speeds absent","Harmonic mean","Unimodal"
"35",-0.0889238475867017,0.266968930404934,"Missed speeds absent","Harmonic mean","Unimodal"
"36",-0.0472491258115286,0.27172839910537,"Missed speeds absent","Harmonic mean","Unimodal"
"37",-0.0239057018515495,0.271308538700478,"Missed speeds absent","Harmonic mean","Unimodal"
"38",-0.0310066469199959,0.269909934773787,"Missed speeds absent","Harmonic mean","Unimodal"
"39",-0.0557252988998224,0.268108122719791,"Missed speeds absent","Harmonic mean","Unimodal"
"40",-0.0164572519196889,0.269512090776863,"Missed speeds absent","Harmonic mean","Unimodal"
"41",-0.0530799446264474,0.310605419849583,"Missed speeds absent","Harmonic mean","Unimodal"
"42",-0.119125692118398,0.30870984322291,"Missed speeds absent","Harmonic mean","Unimodal"
"43",-0.111366418826253,0.306797712966219,"Missed speeds absent","Harmonic mean","Unimodal"
"44",-0.0973735008427143,0.310065345843633,"Missed speeds absent","Harmonic mean","Unimodal"
"45",-0.0963612317049127,0.308509292406973,"Missed speeds absent","Harmonic mean","Unimodal"
"46",-0.164521711437489,0.309601927313987,"Missed speeds absent","Harmonic mean","Unimodal"
"47",-0.102100933681112,0.30766754079337,"Missed speeds absent","Harmonic mean","Unimodal"
"48",-0.0504927117259066,0.30882422653513,"Missed speeds absent","Harmonic mean","Unimodal"
"49",-0.155796199288887,0.308694147107315,"Missed speeds absent","Harmonic mean","Unimodal"
"50",-0.155086069815994,0.307192639054749,"Missed speeds absent","Harmonic mean","Unimodal"
"51",-0.117353023084343,0.307178783937583,"Missed speeds absent","Harmonic mean","Unimodal"
"52",-0.0960223617070255,0.311145009308075,"Missed speeds absent","Harmonic mean","Unimodal"
"53",-0.134696502554838,0.308065877769479,"Missed speeds absent","Harmonic mean","Unimodal"
"54",-0.17010906072325,0.308252000553106,"Missed speeds absent","Harmonic mean","Unimodal"
"55",-0.0159047809579268,0.308433479776551,"Missed speeds absent","Harmonic mean","Unimodal"
"56",-0.0966577664513105,0.311557670598137,"Missed speeds absent","Harmonic mean","Unimodal"
"57",-0.191953305038118,0.308876998535204,"Missed speeds absent","Harmonic mean","Unimodal"
"58",-0.0786501806989582,0.310711558845699,"Missed speeds absent","Harmonic mean","Unimodal"
"59",-0.0534821113768902,0.308372450618748,"Missed speeds absent","Harmonic mean","Unimodal"
"60",-0.141623829636915,0.308171893625925,"Missed speeds absent","Harmonic mean","Unimodal"
"61",-0.144208206562602,0.331692993458897,"Missed speeds absent","Harmonic mean","Unimodal"
"62",-0.163493151604624,0.332386176664327,"Missed speeds absent","Harmonic mean","Unimodal"
"63",-0.120592254857014,0.333850125766834,"Missed speeds absent","Harmonic mean","Unimodal"
"64",-0.167236710527124,0.334517205401872,"Missed speeds absent","Harmonic mean","Unimodal"
"65",-0.172980982104688,0.337618537666277,"Missed speeds absent","Harmonic mean","Unimodal"
"66",-0.116858955596676,0.332238812702798,"Missed speeds absent","Harmonic mean","Unimodal"
"67",-0.16986095112926,0.335181420881393,"Missed speeds absent","Harmonic mean","Unimodal"
"68",-0.11072225652767,0.334634389200973,"Missed speeds absent","Harmonic mean","Unimodal"
"69",-0.112766641801593,0.332007709741109,"Missed speeds absent","Harmonic mean","Unimodal"
"70",-0.0754598303966259,0.333407780796623,"Missed speeds absent","Harmonic mean","Unimodal"
"71",-0.136172845363813,0.334218696122929,"Missed speeds absent","Harmonic mean","Unimodal"
"72",-0.184192761051401,0.33415854445764,"Missed speeds absent","Harmonic mean","Unimodal"
"73",-0.169267230292024,0.332708803357379,"Missed speeds absent","Harmonic mean","Unimodal"
"74",-0.144210726843156,0.331246537898614,"Missed speeds absent","Harmonic mean","Unimodal"
"75",-0.126516168538503,0.331643629437661,"Missed speeds absent","Harmonic mean","Unimodal"
"76",-0.063619320492433,0.332041220201539,"Missed speeds absent","Harmonic mean","Unimodal"
"77",-0.193510229005425,0.332889045198255,"Missed speeds absent","Harmonic mean","Unimodal"
"78",-0.182870688918447,0.334559169934089,"Missed speeds absent","Harmonic mean","Unimodal"
"79",-0.0773587440443929,0.332082978713138,"Missed speeds absent","Harmonic mean","Unimodal"
"80",-0.182308473044544,0.334837620379166,"Missed speeds absent","Harmonic mean","Unimodal"
"81",-0.19280055735362,0.354454988628527,"Missed speeds absent","Harmonic mean","Unimodal"
"82",-0.168873535753757,0.354691639745432,"Missed speeds absent","Harmonic mean","Unimodal"
"83",-0.124144476667174,0.354380304208,"Missed speeds absent","Harmonic mean","Unimodal"
"84",-0.157590344684009,0.356037327718329,"Missed speeds absent","Harmonic mean","Unimodal"
"85",-0.146143688588317,0.35167296154521,"Missed speeds absent","Harmonic mean","Unimodal"
"86",-0.21086161839883,0.354439265881307,"Missed speeds absent","Harmonic mean","Unimodal"
"87",-0.137739453360397,0.350233253546349,"Missed speeds absent","Harmonic mean","Unimodal"
"88",-0.116057932177489,0.352331159832833,"Missed speeds absent","Harmonic mean","Unimodal"
"89",-0.173280155679746,0.355491055734544,"Missed speeds absent","Harmonic mean","Unimodal"
"90",-0.11179243938692,0.353121575966014,"Missed speeds absent","Harmonic mean","Unimodal"
"91",-0.127952820429795,0.355668832319968,"Missed speeds absent","Harmonic mean","Unimodal"
"92",-0.168198817971819,0.350685588534827,"Missed speeds absent","Harmonic mean","Unimodal"
"93",-0.163563197734922,0.3522812221463,"Missed speeds absent","Harmonic mean","Unimodal"
"94",-0.150015535636051,0.353926970749831,"Missed speeds absent","Harmonic mean","Unimodal"
"95",-0.166659598849968,0.353389653270791,"Missed speeds absent","Harmonic mean","Unimodal"
"96",-0.134743372526038,0.353630233514219,"Missed speeds absent","Harmonic mean","Unimodal"
"97",-0.110723443592651,0.353316332390139,"Missed speeds absent","Harmonic mean","Unimodal"
"98",-0.102505167691136,0.357036435458261,"Missed speeds absent","Harmonic mean","Unimodal"
"99",-0.116480669117148,0.351171066481903,"Missed speeds absent","Harmonic mean","Unimodal"
"100",-0.156329855318795,0.352439169314335,"Missed speeds absent","Harmonic mean","Unimodal"
"101",-0.163251023321286,0.369092299141046,"Missed speeds absent","Harmonic mean","Unimodal"
"102",-0.128616152147625,0.369724471735073,"Missed speeds absent","Harmonic mean","Unimodal"
"103",-0.14563446558469,0.367509039381281,"Missed speeds absent","Harmonic mean","Unimodal"
"104",-0.114989144598515,0.366755973191831,"Missed speeds absent","Harmonic mean","Unimodal"
"105",-0.120475696710319,0.373181367181746,"Missed speeds absent","Harmonic mean","Unimodal"
"106",-0.14030888070947,0.370265077741654,"Missed speeds absent","Harmonic mean","Unimodal"
"107",-0.121032631001776,0.36488227277805,"Missed speeds absent","Harmonic mean","Unimodal"
"108",-0.172795979095286,0.366799026893735,"Missed speeds absent","Harmonic mean","Unimodal"
"109",-0.14329531084153,0.3690328273357,"Missed speeds absent","Harmonic mean","Unimodal"
"110",-0.154805137727406,0.368249314680924,"Missed speeds absent","Harmonic mean","Unimodal"
"111",-0.166979587285471,0.371578404985406,"Missed speeds absent","Harmonic mean","Unimodal"
"112",-0.176994427124956,0.371582723986677,"Missed speeds absent","Harmonic mean","Unimodal"
"113",-0.202006816577501,0.368289183119849,"Missed speeds absent","Harmonic mean","Unimodal"
"114",-0.122084767643494,0.368544404395393,"Missed speeds absent","Harmonic mean","Unimodal"
"115",-0.153115333832386,0.366994275228923,"Missed speeds absent","Harmonic mean","Unimodal"
"116",-0.181249854147881,0.367763122178613,"Missed speeds absent","Harmonic mean","Unimodal"
"117",-0.151268932226864,0.36852935478361,"Missed speeds absent","Harmonic mean","Unimodal"
"118",-0.137314725292214,0.372349458439286,"Missed speeds absent","Harmonic mean","Unimodal"
"119",-0.120268026280599,0.368220306704848,"Missed speeds absent","Harmonic mean","Unimodal"
"120",-0.168542243252655,0.367875130383935,"Missed speeds absent","Harmonic mean","Unimodal"
"121",-0.116687342801813,0.380445806761481,"Missed speeds absent","Harmonic mean","Unimodal"
"122",-0.139876718990122,0.380887301696941,"Missed speeds absent","Harmonic mean","Unimodal"
"123",-0.187376871965388,0.382580213794928,"Missed speeds absent","Harmonic mean","Unimodal"
"124",-0.143779873508258,0.383591060386586,"Missed speeds absent","Harmonic mean","Unimodal"
"125",-0.171771096059012,0.384943997904947,"Missed speeds absent","Harmonic mean","Unimodal"
"126",-0.152258689981769,0.386598671503186,"Missed speeds absent","Harmonic mean","Unimodal"
"127",-0.140695369514571,0.379006932587149,"Missed speeds absent","Harmonic mean","Unimodal"
"128",-0.199657473665316,0.382224574094116,"Missed speeds absent","Harmonic mean","Unimodal"
"129",-0.108859462365585,0.381368066560473,"Missed speeds absent","Harmonic mean","Unimodal"
"130",-0.130411618071377,0.380364211728995,"Missed speeds absent","Harmonic mean","Unimodal"
"131",-0.191462330051833,0.383731135322302,"Missed speeds absent","Harmonic mean","Unimodal"
"132",-0.116678504920836,0.381550665617331,"Missed speeds absent","Harmonic mean","Unimodal"
"133",-0.127933267211367,0.380208875774953,"Missed speeds absent","Harmonic mean","Unimodal"
"134",-0.0941424873128432,0.380447879003186,"Missed speeds absent","Harmonic mean","Unimodal"
"135",-0.154183641816442,0.387156754468093,"Missed speeds absent","Harmonic mean","Unimodal"
"136",-0.186537995043059,0.384723967543236,"Missed speeds absent","Harmonic mean","Unimodal"
"137",-0.145870150314725,0.383711253997019,"Missed speeds absent","Harmonic mean","Unimodal"
"138",-0.150223120118157,0.378736044798674,"Missed speeds absent","Harmonic mean","Unimodal"
"139",-0.163396663972029,0.379549343673316,"Missed speeds absent","Harmonic mean","Unimodal"
"140",-0.116921846822315,0.389873300941623,"Missed speeds absent","Harmonic mean","Unimodal"
"141",-0.195509459031551,0.391930973652595,"Missed speeds absent","Harmonic mean","Unimodal"
"142",-0.166870310901389,0.391667713683032,"Missed speeds absent","Harmonic mean","Unimodal"
"143",-0.170813331251578,0.393570243218001,"Missed speeds absent","Harmonic mean","Unimodal"
"144",-0.129125528018837,0.396839323454558,"Missed speeds absent","Harmonic mean","Unimodal"
"145",-0.1589862718755,0.393395387714095,"Missed speeds absent","Harmonic mean","Unimodal"
"146",-0.117169674125931,0.390729970036477,"Missed speeds absent","Harmonic mean","Unimodal"
"147",-0.137234786093348,0.394366157205789,"Missed speeds absent","Harmonic mean","Unimodal"
"148",-0.195090239913941,0.393598467978842,"Missed speeds absent","Harmonic mean","Unimodal"
"149",-0.158889857525102,0.393771096840822,"Missed speeds absent","Harmonic mean","Unimodal"
"150",-0.157748561771431,0.392439573599342,"Missed speeds absent","Harmonic mean","Unimodal"
"151",-0.173217275492154,0.394504516451395,"Missed speeds absent","Harmonic mean","Unimodal"
"152",-0.103378619968591,0.397167774640718,"Missed speeds absent","Harmonic mean","Unimodal"
"153",-0.119632163868739,0.396016339481449,"Missed speeds absent","Harmonic mean","Unimodal"
"154",-0.189411542982722,0.390993970668661,"Missed speeds absent","Harmonic mean","Unimodal"
"155",-0.126651263112872,0.396191006677065,"Missed speeds absent","Harmonic mean","Unimodal"
"156",-0.11389295952762,0.39379894497077,"Missed speeds absent","Harmonic mean","Unimodal"
"157",-0.16279899797456,0.392573031722945,"Missed speeds absent","Harmonic mean","Unimodal"
"158",-0.136447564871883,0.393107897456581,"Missed speeds absent","Harmonic mean","Unimodal"
"159",-0.145447564821991,0.393864885482144,"Missed speeds absent","Harmonic mean","Unimodal"
"160",-0.147952851461365,0.399126985282292,"Missed speeds absent","Harmonic mean","Unimodal"
"161",-0.188130158141328,0.404281519014093,"Missed speeds absent","Harmonic mean","Unimodal"
"162",-0.149748161250819,0.402861542807982,"Missed speeds absent","Harmonic mean","Unimodal"
"163",-0.146328884937359,0.402094257708123,"Missed speeds absent","Harmonic mean","Unimodal"
"164",-0.159181936828528,0.406128892261726,"Missed speeds absent","Harmonic mean","Unimodal"
"165",-0.147214109387709,0.408497217732533,"Missed speeds absent","Harmonic mean","Unimodal"
"166",-0.172736531087392,0.402981987687593,"Missed speeds absent","Harmonic mean","Unimodal"
"167",-0.13948062543111,0.404121030567626,"Missed speeds absent","Harmonic mean","Unimodal"
"168",-0.157030629716308,0.406526178747715,"Missed speeds absent","Harmonic mean","Unimodal"
"169",-0.15559262284809,0.403890553837447,"Missed speeds absent","Harmonic mean","Unimodal"
"170",-0.136907132177193,0.403197957495341,"Missed speeds absent","Harmonic mean","Unimodal"
"171",-0.159880882548719,0.408715160459139,"Missed speeds absent","Harmonic mean","Unimodal"
"172",-0.13784859614623,0.402885440497012,"Missed speeds absent","Harmonic mean","Unimodal"
"173",-0.111067361431823,0.400041562937377,"Missed speeds absent","Harmonic mean","Unimodal"
"174",-0.139192761297463,0.408933733842051,"Missed speeds absent","Harmonic mean","Unimodal"
"175",-0.123197865646964,0.405119553655841,"Missed speeds absent","Harmonic mean","Unimodal"
"176",-0.172562613551903,0.405486471259185,"Missed speeds absent","Harmonic mean","Unimodal"
"177",-0.172028371028612,0.40474702119198,"Missed speeds absent","Harmonic mean","Unimodal"
"178",-0.109217646888694,0.405703527565631,"Missed speeds absent","Harmonic mean","Unimodal"
"179",-0.122551260178482,0.4065048576206,"Missed speeds absent","Harmonic mean","Unimodal"
"180",-0.100675717145038,0.401953377502611,"Missed speeds absent","Harmonic mean","Unimodal"
"181",-0.199638979062481,0.414781773805559,"Missed speeds absent","Harmonic mean","Unimodal"
"182",-0.143457640863932,0.411481691526529,"Missed speeds absent","Harmonic mean","Unimodal"
"183",-0.184960932340614,0.412741483766108,"Missed speeds absent","Harmonic mean","Unimodal"
"184",-0.0983954966556691,0.413018591205127,"Missed speeds absent","Harmonic mean","Unimodal"
"185",-0.0830058999891276,0.416185472553093,"Missed speeds absent","Harmonic mean","Unimodal"
"186",-0.178906130253925,0.411374632182044,"Missed speeds absent","Harmonic mean","Unimodal"
"187",-0.145080260641688,0.411502709986791,"Missed speeds absent","Harmonic mean","Unimodal"
"188",-0.155224871460692,0.415374795753871,"Missed speeds absent","Harmonic mean","Unimodal"
"189",-0.190253215427337,0.415699298710952,"Missed speeds absent","Harmonic mean","Unimodal"
"190",-0.124839536151407,0.413600242477072,"Missed speeds absent","Harmonic mean","Unimodal"
"191",-0.160607761951362,0.416640308497253,"Missed speeds absent","Harmonic mean","Unimodal"
"192",-0.172605061901701,0.414527237645862,"Missed speeds absent","Harmonic mean","Unimodal"
"193",-0.160477155945716,0.414608992480762,"Missed speeds absent","Harmonic mean","Unimodal"
"194",-0.171529556697247,0.415109195063599,"Missed speeds absent","Harmonic mean","Unimodal"
"195",-0.135541690506455,0.41371737858288,"Missed speeds absent","Harmonic mean","Unimodal"
"196",-0.181690607174546,0.414698579189727,"Missed speeds absent","Harmonic mean","Unimodal"
"197",-0.169573992141913,0.411296642140767,"Missed speeds absent","Harmonic mean","Unimodal"
"198",-0.155925999527383,0.416152682432779,"Missed speeds absent","Harmonic mean","Unimodal"
"200",-0.159176228160563,0.415681973964718,"Missed speeds absent","Harmonic mean","Unimodal"
"201",-0.117023699132322,0.423950580707847,"Missed speeds absent","Harmonic mean","Unimodal"
"202",-0.159722858580069,0.420350021006571,"Missed speeds absent","Harmonic mean","Unimodal"
"203",-0.108791887785153,0.422331168505048,"Missed speeds absent","Harmonic mean","Unimodal"
"204",-0.131377916487539,0.42283395289366,"Missed speeds absent","Harmonic mean","Unimodal"
"205",-0.159735091686936,0.420182263977018,"Missed speeds absent","Harmonic mean","Unimodal"
"206",-0.216154442499872,0.420235702421156,"Missed speeds absent","Harmonic mean","Unimodal"
"207",-0.148583771672868,0.420421759727368,"Missed speeds absent","Harmonic mean","Unimodal"
"208",-0.183591883332069,0.424318170189647,"Missed speeds absent","Harmonic mean","Unimodal"
"209",-0.155388427496827,0.420693511572858,"Missed speeds absent","Harmonic mean","Unimodal"
"210",-0.195776478848291,0.424482952317993,"Missed speeds absent","Harmonic mean","Unimodal"
"211",-0.134426513859878,0.420262054576529,"Missed speeds absent","Harmonic mean","Unimodal"
"212",-0.160221746724618,0.421565849130725,"Missed speeds absent","Harmonic mean","Unimodal"
"213",-0.106296278395218,0.423539823711038,"Missed speeds absent","Harmonic mean","Unimodal"
"214",-0.143167046166068,0.416217983709807,"Missed speeds absent","Harmonic mean","Unimodal"
"215",-0.145222662814984,0.423629809178003,"Missed speeds absent","Harmonic mean","Unimodal"
"216",-0.141357293798217,0.416268552822527,"Missed speeds absent","Harmonic mean","Unimodal"
"217",-0.188131770781104,0.425608766814101,"Missed speeds absent","Harmonic mean","Unimodal"
"218",-0.203786858582489,0.427608187510839,"Missed speeds absent","Harmonic mean","Unimodal"
"219",-0.182904383760052,0.424894052496406,"Missed speeds absent","Harmonic mean","Unimodal"
"220",-0.165857593554953,0.423267222618102,"Missed speeds absent","Harmonic mean","Unimodal"
"221",-0.151491126087885,0.147801164942724,"Missed speeds absent","Harmonic mean","Bimodal: 10% moving"
"222",0.0157512327166645,0.149050592311722,"Missed speeds absent","Harmonic mean","Bimodal: 10% moving"
"223",-0.23510767795649,0.149886166190162,"Missed speeds absent","Harmonic mean","Bimodal: 10% moving"
"224",-0.0997408136694866,0.149255588193921,"Missed speeds absent","Harmonic mean","Bimodal: 10% moving"
"225",-0.106227334109326,0.1485809306899,"Missed speeds absent","Harmonic mean","Bimodal: 10% moving"
"226",-0.289554141536469,0.149325200778836,"Missed speeds absent","Harmonic mean","Bimodal: 10% moving"
"227",-0.0969229959951569,0.148337098126585,"Missed speeds absent","Harmonic mean","Bimodal: 10% moving"
"228",-0.232427340540809,0.147931628224678,"Missed speeds absent","Harmonic mean","Bimodal: 10% moving"
"229",-0.271329497636107,0.14854120827308,"Missed speeds absent","Harmonic mean","Bimodal: 10% moving"
"230",-0.0883528071566971,0.148599693224914,"Missed speeds absent","Harmonic mean","Bimodal: 10% moving"
"231",-0.123959610357671,0.147999295374554,"Missed speeds absent","Harmonic mean","Bimodal: 10% moving"
"232",-0.207480278158855,0.146602532736568,"Missed speeds absent","Harmonic mean","Bimodal: 10% moving"
"233",-0.193447451801421,0.146955654225204,"Missed speeds absent","Harmonic mean","Bimodal: 10% moving"
"234",-0.00649430284431513,0.149639033475587,"Missed speeds absent","Harmonic mean","Bimodal: 10% moving"
"235",-0.23511890312641,0.147332036286806,"Missed speeds absent","Harmonic mean","Bimodal: 10% moving"
"236",0.0616934598371026,0.148641210536752,"Missed speeds absent","Harmonic mean","Bimodal: 10% moving"
"237",0.00921568400715194,0.1479945992328,"Missed speeds absent","Harmonic mean","Bimodal: 10% moving"
"238",-0.0908816686903034,0.147282208424806,"Missed speeds absent","Harmonic mean","Bimodal: 10% moving"
"239",-0.0763272087381491,0.14958866465691,"Missed speeds absent","Harmonic mean","Bimodal: 10% moving"
"240",-0.0917872849147721,0.147612587971962,"Missed speeds absent","Harmonic mean","Bimodal: 10% moving"
"241",-0.0978683538068925,0.203676586558504,"Missed speeds absent","Harmonic mean","Bimodal: 10% moving"
"242",-0.150217765062739,0.205161988808584,"Missed speeds absent","Harmonic mean","Bimodal: 10% moving"
"243",-0.134768322172846,0.203357810956276,"Missed speeds absent","Harmonic mean","Bimodal: 10% moving"
"244",-0.168631817794278,0.204834324193436,"Missed speeds absent","Harmonic mean","Bimodal: 10% moving"
"245",-0.122209308075816,0.202605611448442,"Missed speeds absent","Harmonic mean","Bimodal: 10% moving"
"246",-0.16587152503721,0.202899846895764,"Missed speeds absent","Harmonic mean","Bimodal: 10% moving"
"247",-0.0391173543785755,0.202311422095087,"Missed speeds absent","Harmonic mean","Bimodal: 10% moving"
"248",-0.0727051440378414,0.20572573775472,"Missed speeds absent","Harmonic mean","Bimodal: 10% moving"
"249",-0.0999099515417166,0.201641443529713,"Missed speeds absent","Harmonic mean","Bimodal: 10% moving"
"250",-0.115348471329858,0.203972746918544,"Missed speeds absent","Harmonic mean","Bimodal: 10% moving"
"251",-0.0796470939421351,0.205506292836042,"Missed speeds absent","Harmonic mean","Bimodal: 10% moving"
"252",-0.13493142688669,0.2048707544397,"Missed speeds absent","Harmonic mean","Bimodal: 10% moving"
"253",-0.0827898946753308,0.203922937981605,"Missed speeds absent","Harmonic mean","Bimodal: 10% moving"
"254",-0.20383926017026,0.202863396433827,"Missed speeds absent","Harmonic mean","Bimodal: 10% moving"
"255",-0.0794355629385415,0.202326026766973,"Missed speeds absent","Harmonic mean","Bimodal: 10% moving"
"256",-0.156683333023514,0.203458836946076,"Missed speeds absent","Harmonic mean","Bimodal: 10% moving"
"257",-0.129376810523942,0.204934316985917,"Missed speeds absent","Harmonic mean","Bimodal: 10% moving"
"258",-0.153526856805905,0.203443583865259,"Missed speeds absent","Harmonic mean","Bimodal: 10% moving"
"259",-0.0933104131103118,0.20250979125975,"Missed speeds absent","Harmonic mean","Bimodal: 10% moving"
"260",-0.0843010505618351,0.206491443984832,"Missed speeds absent","Harmonic mean","Bimodal: 10% moving"
"261",-0.0207533750655298,0.234766621426763,"Missed speeds absent","Harmonic mean","Bimodal: 10% moving"
"262",-0.143011166356725,0.232473108836828,"Missed speeds absent","Harmonic mean","Bimodal: 10% moving"
"263",-0.0712870332918462,0.235926461423644,"Missed speeds absent","Harmonic mean","Bimodal: 10% moving"
"264",-0.112790287500111,0.232993837143373,"Missed speeds absent","Harmonic mean","Bimodal: 10% moving"
"265",-0.0948237947047925,0.234600697091145,"Missed speeds absent","Harmonic mean","Bimodal: 10% moving"
"266",-0.115702649972095,0.232721221819226,"Missed speeds absent","Harmonic mean","Bimodal: 10% moving"
"267",-0.114359060819642,0.235368944437503,"Missed speeds absent","Harmonic mean","Bimodal: 10% moving"
"268",-0.163960244412144,0.232495689271931,"Missed speeds absent","Harmonic mean","Bimodal: 10% moving"
"269",-0.0804929034971521,0.234207429521845,"Missed speeds absent","Harmonic mean","Bimodal: 10% moving"
"270",-0.10961283725077,0.235504336233631,"Missed speeds absent","Harmonic mean","Bimodal: 10% moving"
"271",-0.080865498705074,0.236045986278094,"Missed speeds absent","Harmonic mean","Bimodal: 10% moving"
"272",-0.101770853038309,0.233656332581666,"Missed speeds absent","Harmonic mean","Bimodal: 10% moving"
"273",-0.101268488749663,0.234827036540213,"Missed speeds absent","Harmonic mean","Bimodal: 10% moving"
"274",-0.0791570224926659,0.235047693715242,"Missed speeds absent","Harmonic mean","Bimodal: 10% moving"
"275",-0.0399733196584619,0.235662165577003,"Missed speeds absent","Harmonic mean","Bimodal: 10% moving"
"276",-0.125506857127077,0.233520974956781,"Missed speeds absent","Harmonic mean","Bimodal: 10% moving"
"277",-0.0905605020589147,0.235211769130676,"Missed speeds absent","Harmonic mean","Bimodal: 10% moving"
"278",-0.0531903556826892,0.234928079073087,"Missed speeds absent","Harmonic mean","Bimodal: 10% moving"
"279",-0.160134700103882,0.233913571408061,"Missed speeds absent","Harmonic mean","Bimodal: 10% moving"
"280",-0.0485812019522904,0.234829918319193,"Missed speeds absent","Harmonic mean","Bimodal: 10% moving"
"281",-0.192702228665341,0.252093188895686,"Missed speeds absent","Harmonic mean","Bimodal: 10% moving"
"282",-0.148272895589588,0.254643000041628,"Missed speeds absent","Harmonic mean","Bimodal: 10% moving"
"283",-0.0498049275572919,0.254698260682858,"Missed speeds absent","Harmonic mean","Bimodal: 10% moving"
"284",-0.153310905672565,0.254737241785135,"Missed speeds absent","Harmonic mean","Bimodal: 10% moving"
"285",-0.0748752437713472,0.256062500316219,"Missed speeds absent","Harmonic mean","Bimodal: 10% moving"
"286",-0.0823417713434958,0.254670057764825,"Missed speeds absent","Harmonic mean","Bimodal: 10% moving"
"287",-0.114371733934727,0.253574718087359,"Missed speeds absent","Harmonic mean","Bimodal: 10% moving"
"288",-0.131655909548686,0.252775565835824,"Missed speeds absent","Harmonic mean","Bimodal: 10% moving"
"289",-0.113311755671085,0.250967523194021,"Missed speeds absent","Harmonic mean","Bimodal: 10% moving"
"290",-0.128188597243814,0.25257947242155,"Missed speeds absent","Harmonic mean","Bimodal: 10% moving"
"291",-0.137848522863612,0.253043353575335,"Missed speeds absent","Harmonic mean","Bimodal: 10% moving"
"292",-0.111064921781358,0.25200138584873,"Missed speeds absent","Harmonic mean","Bimodal: 10% moving"
"293",-0.121495085473157,0.251374510451383,"Missed speeds absent","Harmonic mean","Bimodal: 10% moving"
"294",-0.126886636810546,0.255327421474621,"Missed speeds absent","Harmonic mean","Bimodal: 10% moving"
"295",-0.124337302810699,0.252222589505947,"Missed speeds absent","Harmonic mean","Bimodal: 10% moving"
"296",-0.153149351799692,0.253666366544056,"Missed speeds absent","Harmonic mean","Bimodal: 10% moving"
"297",-0.160558663475547,0.252576637258334,"Missed speeds absent","Harmonic mean","Bimodal: 10% moving"
"298",-0.148594062828595,0.25257673819247,"Missed speeds absent","Harmonic mean","Bimodal: 10% moving"
"299",-0.142158647489634,0.253581027070553,"Missed speeds absent","Harmonic mean","Bimodal: 10% moving"
"300",-0.110296541397251,0.249555025569409,"Missed speeds absent","Harmonic mean","Bimodal: 10% moving"
